scale,item_idx,source_id,gold_letter,n_options,condition,pred_letter,correct,answer_text,first_token_entropy_nats,per_token_entropy_mean_nats,perplexity_5tok,search_status,mean_search_reward,best_search_reward,mean_terminal_entropy_nats,best_path_json,n_paths_evaluated,n_apply_failures
1B,197,Mercury_7205573,C,4,G,A,0,A.,1.4202698469161987,1.316750943660736,1.5757037843720654,n/a,,,,,,
1B,197,Mercury_7205573,C,4,R,A,0,A. Earth has no,1.5653237104415894,1.1444598376750945,2.0152267558958763,ok,0.4282981216333002,0.991624875364228,1.4944059583875868,"[0.1,0.5,0.5]",27,0
1B,197,Mercury_7205573,C,4,E,A,0,A.,1.3270028829574585,1.525400698184967,1.5757037843720654,ok,-0.12515653851988698,-0.11282327019679718,1.472064115383007,"[1.0,1.0,0.5]",27,0
1B,198,Mercury_7222863,D,4,G,A,0,A. B,1.2038581371307373,1.3234167098999023,1.968333625407186,n/a,,,,,,
1B,198,Mercury_7222863,D,4,R,A,0,A. carbon dioxide,1.031208872795105,1.0705071449279786,1.828647211775189,ok,0.40632279389353,0.898978252189211,1.1034900634377092,"[0.5,1.0,0.5]",27,0
1B,198,Mercury_7222863,D,4,E,A,0,A. carbon dioxide,0.9567427635192871,1.071836817264557,1.828647211775189,ok,-0.09312266583314595,-0.0812742531516457,1.0952886387153908,"[1.0,1.0,0.5]",27,0
1B,199,NYSEDREGENTS_2015_4_19,B,4,G,B,1,B,1.1641665697097778,0.9723565578460693,1.7849147901314921,n/a,,,,,,
1B,199,NYSEDREGENTS_2015_4_19,B,4,R,A,0,A. breathing,1.032308578491211,0.6701916083693504,1.4867168975188345,ok,0.5212957595684748,0.9497514948764644,1.1230078449955694,"[1.0,1.0,1.0]",27,0
1B,199,NYSEDREGENTS_2015_4_19,B,4,E,A,0,A. breathing,1.032308578491211,0.6701916083693504,1.4867168975188345,ok,-0.09203524797201348,-0.08776803063005802,1.0824986652091697,"[1.0,1.0,1.0]",27,0
3B,0,Mercury_417466,A,4,G,A,1,A,0.15033815801143646,0.3666241392493248,1.1866395474640752,n/a,,,,,,
3B,0,Mercury_417466,A,4,R,A,1,A,0.2718895375728607,0.3027692139148712,1.1866395474640752,ok,0.3955095651236136,0.9845470022353003,0.4454207883940803,"[0.5,0.1,0.1]",27,0
3B,0,Mercury_417466,A,4,E,A,1,A,0.26107650995254517,0.3003102242946625,1.1866395474640752,ok,-0.03384378845603765,-0.022197017054526706,0.398063314181787,"[0.1,0.1,0.1]",27,0
3B,1,Mercury_7081673,B,4,G,B,1,B,0.1453068107366562,0.3190772756934166,1.1268507397611611,n/a,,,,,,
3B,1,Mercury_7081673,B,4,R,B,1,B,0.2866594195365906,0.31581348180770874,1.1268507397611611,ok,0.47002245172500984,0.957645371169233,0.3148092439881078,"[1.0,0.1,0.1]",27,0
3B,1,Mercury_7081673,B,4,E,B,1,B,0.2699964642524719,0.3074303865432739,1.1268507397611611,ok,-0.02610640061862479,-0.02295540155168833,0.3070578332300539,"[0.1,0.1,0.1]",27,0
3B,2,Mercury_7239733,D,4,G,D,1,D,0.22156956791877747,0.3642761558294296,1.1478186464200977,n/a,,,,,,
3B,2,Mercury_7239733,D,4,R,D,1,D,0.37341758608818054,0.34161944687366486,1.1478186464200977,ok,0.5169164229271753,0.9771720894667464,0.4491424119030988,"[0.1,0.1,0.1]",27,0
3B,2,Mercury_7239733,D,4,E,D,1,D,0.40825432538986206,0.35765188932418823,1.1478186464200977,ok,-0.039000422174414726,-0.034710239634007024,0.4587145238010972,"[0.1,0.1,0.5]",27,0
3B,3,NYSEDREGENTS_2015_4_8,D,4,G,D,1,D,0.028736811131238937,0.2626546826213598,1.1179116213077354,n/a,,,,,,
3B,3,NYSEDREGENTS_2015_4_8,D,4,R,D,1,D,0.09481900185346603,0.18524039909243584,1.1179116213077354,ok,0.5063646769479164,0.9428414855558076,0.09924820534608982,"[0.5,0.5,0.1]",27,0
3B,3,NYSEDREGENTS_2015_4_8,D,4,E,D,1,D,0.08074237406253815,0.1808629259467125,1.1179116213077354,ok,-0.008139985536852794,-0.006864807003950307,0.0957407479484876,"[0.1,0.1,0.1]",27,0
3B,4,Mercury_7037258,B,4,G,A,0,A,1.1827306747436523,0.8995022475719452,1.7048457527676975,n/a,,,,,,
3B,4,Mercury_7037258,B,4,R,A,0,A,1.4657078981399536,0.9079707562923431,1.7048457527676975,ok,0.5761274121027804,0.9588684607146585,1.3813408304143835,"[0.5,0.5,1.0]",27,0
3B,4,Mercury_7037258,B,4,E,A,0,A,1.3042820692062378,0.8472721874713898,1.7048457527676975,ok,-0.11899675526294219,-0.11089152118414092,1.3996140780272308,"[0.1,0.5,0.1]",27,0
3B,5,CSZ20679,C,4,G,C,1,C.,0.12602098286151886,0.22226204671460437,1.099407102622952,n/a,,,,,,
3B,5,CSZ20679,C,4,R,C,1,C,0.35489127039909363,0.46924810111522675,2.103742607663819,ok,0.42160208911798136,0.9332133123079244,0.3767630766939234,"[0.1,0.5,1.0]",27,0
3B,5,CSZ20679,C,4,E,C,1,C,0.3030502200126648,0.4351658225059509,2.103742607663819,ok,-0.031011547803853443,-0.025765668857845144,0.364751112681848,"[0.1,0.1,0.1]",27,0
3B,6,Mercury_182158,A,4,G,A,1,A,0.9531810879707336,0.7325142920017242,1.3572441056152587,n/a,,,,,,
3B,6,Mercury_182158,A,4,R,A,1,A,1.3700679540634155,0.7898917868733406,1.3572441056152587,ok,0.48025452743871083,0.8946013552873125,1.2826849354637995,"[0.5,0.5,1.0]",27,0
3B,6,Mercury_182158,A,4,E,A,1,A,1.1497182846069336,0.6982093304395676,1.3572441056152587,ok,-0.11346878153139844,-0.09775033524065424,1.334595247551247,"[0.1,0.1,0.5]",27,0
3B,7,Mercury_7216668,C,4,G,C,1,C,0.21820107102394104,0.4244130700826645,1.2428962893591367,n/a,,,,,,
3B,7,Mercury_7216668,C,4,R,C,1,C,0.7500214576721191,0.5338431596755981,1.2428962893591367,ok,0.4753125686154979,0.9503686156558309,0.7368964729485689,"[0.1,0.1,1.0]",27,0
3B,7,Mercury_7216668,C,4,E,C,1,C,0.6234951615333557,0.47948774695396423,1.2428962893591367,ok,-0.06205952509255805,-0.053010256405244476,0.729930701079192,"[0.1,0.1,0.1]",27,0
3B,8,MCAS_2001_5_19,C,4,G,C,1,C.,0.061613257974386215,0.19635266775488466,1.0899663995836169,n/a,,,,,,
3B,8,MCAS_2001_5_19,C,4,R,C,1,C,0.3020729720592499,0.4742744714021683,2.1426248647145303,ok,0.5502235617962952,0.9979721961607877,0.3112984283102883,"[0.5,0.1,1.0]",27,0
3B,8,MCAS_2001_5_19,C,4,E,C,1,C,0.24934063851833344,0.44302888959646225,2.1426248647145303,ok,-0.026742718056520228,-0.021199220131232915,0.3145420612008483,"[0.5,0.1,0.1]",27,0
3B,9,Mercury_SC_413631,A,4,G,A,1,A,1.0810096263885498,0.841456949710846,1.540521520288276,n/a,,,,,,
3B,9,Mercury_SC_413631,A,4,R,A,1,A,1.4361400604248047,0.8928015381097794,1.540521520288276,ok,0.4987238402510679,0.9134583200661487,1.4776420107594244,"[0.5,0.5,1.0]",27,0
3B,9,Mercury_SC_413631,A,4,E,A,1,A,1.3002400398254395,0.8321746587753296,1.540521520288276,ok,-0.11873462093265351,-0.1105478633226321,1.3965309107745136,"[0.1,0.5,0.1]",27,0
3B,10,MCAS_2005_5_10,B,4,G,A,0,A,1.0581883192062378,0.8771757483482361,1.797656140593808,n/a,,,,,,
3B,10,MCAS_2005_5_10,B,4,R,A,0,A,1.359686017036438,0.951983779668808,1.797656140593808,ok,0.5367778396556828,0.9883459916074779,1.4263317496688277,"[0.1,0.1,0.5]",27,0
3B,10,MCAS_2005_5_10,B,4,E,A,0,A,1.359686017036438,0.951983779668808,1.797656140593808,ok,-0.11911143213480387,-0.11560202683284367,1.4009628825717502,"[0.1,0.1,0.5]",27,0
3B,11,Mercury_7166145,B,4,G,B,1,B,0.7575178146362305,0.6475659310817719,1.2977272363942096,n/a,,,,,,
3B,11,Mercury_7166145,B,4,R,B,1,B,1.1504383087158203,0.7398643046617508,1.2977272363942096,ok,0.4736898347008732,0.9926274203208725,1.3554965655008953,"[0.1,0.5,0.5]",27,0
3B,11,Mercury_7166145,B,4,E,B,1,B,1.1342768669128418,0.7303815335035324,1.2977272363942096,ok,-0.1152998358915594,-0.09643748862736021,1.3561317125956218,"[0.1,0.5,0.1]",27,0
3B,12,MSA_2013_5_6,B,4,G,B,1,B,0.11432357877492905,0.3341720215976238,1.1606185405630827,n/a,,,,,,
3B,12,MSA_2013_5_6,B,4,R,B,1,B,0.3187128007411957,0.30468887090682983,1.1606185405630827,ok,0.49762309548940553,0.9670742979201319,0.3577361084796764,"[1.0,1.0,0.5]",27,0
3B,12,MSA_2013_5_6,B,4,E,B,1,B,0.3187128007411957,0.30468887090682983,1.1606185405630827,ok,-0.03076748735398922,-0.027097318999837215,0.361880526498512,"[1.0,0.5,1.0]",27,0
3B,13,Mercury_SC_405199,B,4,G,B,1,B,0.787631094455719,0.6693685054779053,1.3273184268252898,n/a,,,,,,
3B,13,Mercury_SC_405199,B,4,R,B,1,B,1.2307453155517578,0.7538580298423767,1.3273184268252898,ok,0.5701773104136234,0.9751292934771418,1.2237853209177654,"[0.5,1.0,0.5]",27,0
3B,13,Mercury_SC_405199,B,4,E,B,1,B,1.129173994064331,0.7267214357852936,1.3273184268252898,ok,-0.0999463777794163,-0.09600363666700551,1.1755476616047047,"[0.1,0.1,0.1]",27,0
3B,14,NYSEDREGENTS_2015_8_28,B,4,G,,0,2,0.9495444297790527,0.5731620639562607,1.1364253704471297,n/a,,,,,,
3B,14,NYSEDREGENTS_2015_8_28,B,4,R,,0,2,2.1210765838623047,1.111485555768013,1.1364253704471297,ok,0.39539368544044,0.7551889853394994,2.0608399973975287,"[1.0,0.5,0.5]",27,0
3B,14,NYSEDREGENTS_2015_8_28,B,4,E,,0,2,1.7687588930130005,0.9541347995400429,1.1364253704471297,ok,-0.17271507943271316,-0.15038186055379588,2.031437379342538,"[0.1,0.1,0.1]",27,0
3B,15,Mercury_SC_401777,B,4,G,B,1,B,0.46763065457344055,0.5690253227949142,1.3656967293676747,n/a,,,,,,
3B,15,Mercury_SC_401777,B,4,R,B,1,B,0.7703923583030701,0.6456222832202911,1.3656967293676747,ok,0.403274639824217,0.8323217740457756,0.7877419370192068,"[0.1,0.5,0.5]",27,0
3B,15,Mercury_SC_401777,B,4,E,B,1,B,0.7353432178497314,0.6211800873279572,1.3656967293676747,ok,-0.06814264901497913,-0.0625197033256952,0.8014790879355537,"[0.1,0.1,0.1]",27,0
3B,16,Mercury_7198188,B,4,G,B,1,B,0.8769346475601196,0.7056961953639984,1.3295425111202888,n/a,,,,,,
3B,16,Mercury_7198188,B,4,R,B,1,B,1.1259987354278564,0.7195421904325485,1.3295425111202888,ok,0.44355191495634644,0.9504258974579134,1.1581857910862676,"[0.1,1.0,1.0]",27,0
3B,16,Mercury_7198188,B,4,E,B,1,B,1.1074447631835938,0.7053667157888412,1.3295425111202888,ok,-0.09800173740675469,-0.09415619313970715,1.1526752224674932,"[0.1,0.1,0.5]",27,0
3B,17,MCAS_1998_4_11,D,4,G,D,1,D,0.47133034467697144,0.5615474879741669,1.3322785086699154,n/a,,,,,,
3B,17,MCAS_1998_4_11,D,4,R,D,1,D,0.7484540939331055,0.5024595856666565,1.3322785086699154,ok,0.597952412324227,0.9827514456769876,0.7525106712623879,"[0.5,1.0,0.1]",27,0
3B,17,MCAS_1998_4_11,D,4,E,D,1,D,0.6793250441551208,0.4875345826148987,1.3322785086699154,ok,-0.06520364660279024,-0.05775697550660216,0.766911177723496,"[0.1,0.5,0.1]",27,0
3B,18,Mercury_SC_LBS10784,B,4,G,B,1,B,0.0563349723815918,0.3327503204345703,1.1979591632036053,n/a,,,,,,
3B,18,Mercury_SC_LBS10784,B,4,R,B,1,B,0.2864452004432678,0.30559930205345154,1.1979591632036053,ok,0.6040532292963275,0.990714162925656,0.44830535297040586,"[0.5,1.0,0.1]",27,0
3B,18,Mercury_SC_LBS10784,B,4,E,B,1,B,0.2864452004432678,0.30559930205345154,1.1979591632036053,ok,-0.03205988063580077,-0.024353891510891755,0.37708137653492113,"[0.5,1.0,0.1]",27,0
3B,19,Mercury_7033548,D,4,G,D,1,D.,0.901210367679596,0.5234111618531946,1.3424259220158399,n/a,,,,,,
3B,19,Mercury_7033548,D,4,R,D,1,D,1.0207933187484741,0.7487484514713287,1.966167765053779,ok,0.4419140369267525,0.963762330663274,1.085572432588648,"[0.1,1.0,0.1]",27,0
3B,19,Mercury_7033548,D,4,E,D,1,D,0.9940511584281921,0.744321420788765,1.966167765053779,ok,-0.09112665559435389,-0.08451534196130196,1.0718119983319883,"[0.1,0.1,0.5]",27,0
3B,20,Mercury_7146195,D,4,G,D,1,D,0.17150841653347015,0.29909195750951767,1.1047156600749726,n/a,,,,,,
3B,20,Mercury_7146195,D,4,R,D,1,D,0.3810741603374481,0.32482218742370605,1.1047156600749726,ok,0.578064941445178,0.9310655479732532,0.4410913995018712,"[0.5,0.1,0.5]",27,0
3B,20,Mercury_7146195,D,4,E,D,1,D,0.29220420122146606,0.27705995738506317,1.1047156600749726,ok,-0.038745675826162757,-0.024843528202120446,0.4557182523939345,"[0.1,0.1,0.1]",27,0
3B,21,NCEOGA_2013_8_36,D,4,G,D,1,D,0.07240849733352661,0.2547278553247452,1.0962578357707566,n/a,,,,,,
3B,21,NCEOGA_2013_8_36,D,4,R,D,1,D,0.22555749118328094,0.22891845554113388,1.0962578357707566,ok,0.5681044694526096,0.9854648290539695,0.20096496740976968,"[0.5,1.0,1.0]",27,0
3B,21,NCEOGA_2013_8_36,D,4,E,D,1,D,0.15920068323612213,0.2383352294564247,1.0962578357707566,ok,-0.01787794452476277,-0.013535420254877882,0.21027651373986844,"[0.1,0.1,0.1]",27,0
3B,22,Mercury_SC_415412,D,4,G,D,1,D,1.056249737739563,0.7874144017696381,1.4399189862992907,n/a,,,,,,
3B,22,Mercury_SC_415412,D,4,R,D,1,D,1.5098822116851807,0.856191486120224,1.4399189862992907,ok,0.5161403658442734,0.9833219175181837,1.4069607434449372,"[0.1,1.0,1.0]",27,0
3B,22,Mercury_SC_415412,D,4,E,D,1,D,1.221648097038269,0.7504149824380875,1.4399189862992907,ok,-0.11872620224618097,-0.10386588839232412,1.3964318920064855,"[0.1,0.1,0.5]",27,0
3B,23,Mercury_7126840,C,4,G,A,0,A,1.2726542949676514,0.922496885061264,1.9224102584848586,n/a,,,,,,
3B,23,Mercury_7126840,C,4,R,A,0,A,1.4509336948394775,0.8776427507400513,1.9224102584848586,ok,0.45633866590800887,0.9314085603391108,1.481857145274127,"[0.5,0.5,0.1]",27,0
3B,23,Mercury_7126840,C,4,E,A,0,A,1.4094655513763428,0.846520334482193,1.9224102584848586,ok,-0.125921252704091,-0.11983433855215579,1.4810585180918376,"[0.1,0.1,0.1]",27,0
3B,24,Mercury_SC_408362,B,4,G,B,1,B,0.23325951397418976,0.2833680585026741,1.083490144000271,n/a,,,,,,
3B,24,Mercury_SC_408362,B,4,R,B,1,B,0.4787819981575012,0.3720044940710068,1.083490144000271,ok,0.5733927034017262,0.9416547252954832,0.49385869282263295,"[0.1,0.5,0.5]",27,0
3B,24,Mercury_SC_408362,B,4,E,B,1,B,0.47440844774246216,0.37120069563388824,1.083490144000271,ok,-0.04198463922435928,-0.040334737151439065,0.4938142387955277,"[1.0,0.1,0.1]",27,0
3B,25,MDSA_2008_8_35,C,4,G,B,0,B,1.1837862730026245,0.8314112424850464,1.5230799868149412,n/a,,,,,,
3B,25,MDSA_2008_8_35,C,4,R,B,0,B,1.3242899179458618,0.8097153306007385,1.5230799868149412,ok,0.5514688299169761,0.987797884691947,1.5130434654377125,"[0.1,0.1,0.1]",27,0
3B,25,MDSA_2008_8_35,C,4,E,B,0,B,1.3216360807418823,0.8097972124814987,1.5230799868149412,ok,-0.1257466179824578,-0.1123669786662835,1.4790045022964478,"[0.1,0.1,0.5]",27,0
3B,26,NYSEDREGENTS_2015_8_21,B,4,G,,0,2,1.152427315711975,0.7300348281860352,1.2481193206120051,n/a,,,,,,
3B,26,NYSEDREGENTS_2015_8_21,B,4,R,,0,2,1.6072453260421753,0.9151375070214272,1.2481193206120051,ok,0.5802443332676529,0.9856489858505022,1.8068773481580946,"[0.5,0.1,0.5]",27,0
3B,26,NYSEDREGENTS_2015_8_21,B,4,E,,0,2,1.446955919265747,0.8331692740321159,1.2481193206120051,ok,-0.1577782282434009,-0.1230218115866806,1.8557533688015408,"[0.1,0.1,0.1]",27,0
3B,27,VASoL_2008_5_12,B,4,G,B,1,B,0.12292192876338959,0.3631737753748894,1.2006942346758882,n/a,,,,,,
3B,27,VASoL_2008_5_12,B,4,R,B,1,B,0.6073840856552124,0.4808570444583893,1.2006942346758882,ok,0.47718781762321316,0.9356104181543906,0.6225636358614322,"[0.5,1.0,0.5]",27,0
3B,27,VASoL_2008_5_12,B,4,E,B,1,B,0.5266676545143127,0.4608023166656494,1.2006942346758882,ok,-0.05219496347194487,-0.04477787339598919,0.6139058625256574,"[0.1,0.5,0.1]",27,0
3B,28,Mercury_SC_LBS10680,A,4,G,A,1,A,0.08343049138784409,0.31252656504511833,1.1476472462311937,n/a,,,,,,
3B,28,Mercury_SC_LBS10680,A,4,R,A,1,A,0.4089144468307495,0.3681494891643524,1.1476472462311937,ok,0.5296405248501954,0.9145321224560777,0.51940741803911,"[0.5,0.1,0.1]",27,0
3B,28,Mercury_SC_LBS10680,A,4,E,A,1,A,0.450667142868042,0.389171302318573,1.1476472462311937,ok,-0.04905762848834295,-0.03831622484142691,0.5770052075386047,"[0.5,0.5,0.1]",27,0
3B,29,MCAS_2003_5_3,B,4,G,B,1,B,0.09210987389087677,0.24057700484991074,1.0811011397005743,n/a,,,,,,
3B,29,MCAS_2003_5_3,B,4,R,B,1,B,0.4412260949611664,0.3577512204647064,1.0811011397005743,ok,0.5052030241968525,0.8271524951174416,0.422282373463666,"[0.1,0.1,1.0]",27,0
3B,29,MCAS_2003_5_3,B,4,E,B,1,B,0.3692235052585602,0.2955607399344444,1.0811011397005743,ok,-0.036421003100567305,-0.03129585227405117,0.42837595498120346,"[1.0,1.0,0.5]",27,0
3B,30,VASoL_2010_5_18,A,4,G,A,1,A,0.04517270252108574,0.2587155308574438,1.1078661547720334,n/a,,,,,,
3B,30,VASoL_2010_5_18,A,4,R,A,1,A,0.17860156297683716,0.2502225339412689,1.1078661547720334,ok,0.5203700485964745,0.9482410429513833,0.22667608548093726,"[0.1,0.5,0.1]",27,0
3B,30,VASoL_2010_5_18,A,4,E,A,1,A,0.17860156297683716,0.2502225339412689,1.1078661547720334,ok,-0.019081992228225993,-0.015184904762525656,0.22443826220653676,"[0.1,0.5,0.1]",27,0
3B,31,Mercury_7074900,C,4,G,C,1,C.,0.3419196903705597,0.34232883294074173,1.2404510149327634,n/a,,,,,,
3B,31,Mercury_7074900,C,4,R,C,1,C,0.7145761847496033,0.5965356230735779,1.5777859225237236,ok,0.4879558500398406,0.9517968565520181,0.690600989041505,"[1.0,0.1,0.5]",27,0
3B,31,Mercury_7074900,C,4,E,C,1,C,0.6068369746208191,0.5556098818778992,1.5777859225237236,ok,-0.05701248088489676,-0.05159395871127622,0.6705684595637851,"[0.1,0.1,0.1]",27,0
3B,32,Mercury_SC_408762,A,4,G,A,1,A,0.020753612741827965,0.33831366430968046,1.2509951502320846,n/a,,,,,,
3B,32,Mercury_SC_408762,A,4,R,A,1,A,0.11843198537826538,0.24228115379810333,1.2509951502320846,ok,0.5158777423412007,0.9436820968504006,0.10851404898696476,"[0.5,1.0,0.5]",27,0
3B,32,Mercury_SC_408762,A,4,E,A,1,A,0.07149207592010498,0.24895808100700378,1.2509951502320846,ok,-0.009363174377974058,-0.0060783363036013265,0.11012763033310573,"[0.1,0.1,0.5]",27,0
3B,33,ACTAAP_2015_5_8,A,4,G,A,1,A,0.1297677606344223,0.33712106198072433,1.158161299628468,n/a,,,,,,
3B,33,ACTAAP_2015_5_8,A,4,R,A,1,A,0.34882158041000366,0.29701607674360275,1.158161299628468,ok,0.5259434901580415,0.9952118390061793,0.3343743273505458,"[0.5,0.5,1.0]",27,0
3B,33,ACTAAP_2015_5_8,A,4,E,A,1,A,0.2552361786365509,0.2822430580854416,1.158161299628468,ok,-0.030299977070695865,-0.021700465549955212,0.35638177174109,"[0.1,0.1,0.1]",27,0
3B,34,Mercury_7263008,C,4,G,C,1,C,1.0669547319412231,0.7904590368270874,1.4311275523286813,n/a,,,,,,
3B,34,Mercury_7263008,C,4,R,C,1,C,1.322812795639038,0.7851280868053436,1.4311275523286813,ok,0.5949627374633836,0.9953753347643606,1.3338788571181122,"[1.0,0.1,0.5]",27,0
3B,34,Mercury_7263008,C,4,E,C,1,C,1.2331141233444214,0.7617795765399933,1.4311275523286813,ok,-0.11346401305704788,-0.10484074278083873,1.3345391617880926,"[0.1,0.1,0.1]",27,0
3B,35,MCAS_2000_4_29,A,4,G,A,1,A.,0.20551180839538574,0.18735680451694256,1.054927267119712,n/a,,,,,,
3B,35,MCAS_2000_4_29,A,4,R,A,1,A,0.6298971772193909,0.6599566638469696,3.015099979334141,ok,0.5860222131911369,0.9790395075457224,0.7253787252638075,"[0.1,0.1,0.5]",27,0
3B,35,MCAS_2000_4_29,A,4,E,A,1,A,0.6298971772193909,0.6599566638469696,3.015099979334141,ok,-0.05887985830918318,-0.053554562943554256,0.6925321486261156,"[0.1,0.5,0.1]",27,0
3B,36,CSZ_2008_5_CSZ10233,D,4,G,D,1,D.,0.039950087666511536,0.24467711747274734,1.2589696081013315,n/a,,,,,,
3B,36,CSZ_2008_5_CSZ10233,D,4,R,D,1,D,0.13125649094581604,0.3137231320142746,1.4236798106398763,ok,0.4943210532763473,0.9933559476208552,0.18527422238279273,"[0.1,1.0,0.1]",27,0
3B,36,CSZ_2008_5_CSZ10233,D,4,E,D,1,D,0.11678481101989746,0.3145824670791626,1.4236798106398763,ok,-0.013482437983369676,-0.009929175330210786,0.15857751722689029,"[0.1,0.1,0.5]",27,0
3B,37,Mercury_7128660,C,4,G,C,1,C,0.10897613316774368,0.3576051630079746,1.2015062886352716,n/a,,,,,,
3B,37,Mercury_7128660,C,4,R,C,1,C,0.32967156171798706,0.3090249300003052,1.2015062886352716,ok,0.4995494950148544,0.9892399865316419,0.35411201748583054,"[1.0,0.5,0.1]",27,0
3B,37,Mercury_7128660,C,4,E,C,1,C,0.19374096393585205,0.24988318979740143,1.2015062886352716,ok,-0.03286400718207462,-0.01647207357500769,0.38653933891543635,"[0.1,0.1,0.1]",27,0
3B,38,Mercury_7100520,C,4,G,C,1,C,0.3612157702445984,0.46113526821136475,1.2015397021391867,n/a,,,,,,
3B,38,Mercury_7100520,C,4,R,C,1,C,0.7354159951210022,0.5147708356380463,1.2015397021391867,ok,0.4908035398629711,0.9232301841627203,0.7084797510394344,"[1.0,0.1,0.5]",27,0
3B,38,Mercury_7100520,C,4,E,C,1,C,0.6224009990692139,0.4788891524076462,1.2015397021391867,ok,-0.06197814758483808,-0.05291722948803391,0.7289735564479122,"[0.1,0.1,0.1]",27,0
3B,39,Mercury_7017728,B,4,G,B,1,B,0.5058416724205017,0.5846329927444458,1.378951423667205,n/a,,,,,,
3B,39,Mercury_7017728,B,4,R,B,1,B,0.7935527563095093,0.6166452169418335,1.378951423667205,ok,0.42268969412300744,0.9514277699159317,0.8199161467728792,"[0.1,0.5,1.0]",27,0
3B,39,Mercury_7017728,B,4,E,B,1,B,0.7281579375267029,0.5946525633335114,1.378951423667205,ok,-0.07244918252743136,-0.06190880275137387,0.852131602940736,"[0.1,0.1,0.5]",27,0
3B,40,Mercury_7032865,A,4,G,A,1,A,0.054916393011808395,0.3714298065751791,1.3483717613933406,n/a,,,,,,
3B,40,Mercury_7032865,A,4,R,A,1,A,0.3110933303833008,0.33566708862781525,1.3483717613933406,ok,0.573756755897771,0.9896968018238254,0.26183204021718764,"[1.0,0.1,1.0]",27,0
3B,40,Mercury_7032865,A,4,E,A,1,A,0.15545351803302765,0.2708691135048866,1.3483717613933406,ok,-0.02155312028374826,-0.013216832075748568,0.25350313550896114,"[0.5,0.1,0.1]",27,0
3B,41,Mercury_405057,B,4,G,B,1,B,0.2888616919517517,0.32731354236602783,1.0991227668190655,n/a,,,,,,
3B,41,Mercury_405057,B,4,R,B,1,B,0.53688645362854,0.41681647300720215,1.0991227668190655,ok,0.4914596026318999,0.9237940414074917,0.5657572613822089,"[1.0,0.5,0.1]",27,0
3B,41,Mercury_405057,B,4,E,B,1,B,0.5076195597648621,0.39626269042491913,1.0991227668190655,ok,-0.04707712245421633,-0.04315838306311071,0.5537109242545234,"[1.0,0.5,0.5]",27,0
3B,42,Mercury_7057593,A,4,G,A,1,A.,0.8301576972007751,0.5077214865013957,1.3512142422440097,n/a,,,,,,
3B,42,Mercury_7057593,A,4,R,A,1,A,1.0277972221374512,0.7696157395839691,1.724859608231523,ok,0.4024639220897015,0.8818564296139733,1.0859019094043307,"[0.1,0.1,0.1]",27,0
3B,42,Mercury_7057593,A,4,E,A,1,A,1.0033200979232788,0.7659346163272858,1.724859608231523,ok,-0.0892932453383397,-0.08530339757031562,1.0502478237505313,"[0.1,0.5,0.5]",27,0
3B,43,Mercury_SC_405231,C,4,G,D,0,D,1.3218967914581299,0.9586956202983856,1.9900894101610174,n/a,,,,,,
3B,43,Mercury_SC_405231,C,4,R,D,0,D,1.4418383836746216,0.8876074999570847,1.9900894101610174,ok,0.6050876281667973,0.9921119657198183,1.595087660683526,"[0.1,0.1,0.5]",27,0
3B,43,Mercury_SC_405231,C,4,E,D,0,D,1.4177472591400146,0.8832300156354904,1.9900894101610174,ok,-0.143386560108781,-0.12053845861452465,1.6864816833425451,"[0.1,0.1,0.1]",27,0
3B,44,VASoL_2007_5_38,A,4,G,A,1,A,0.468704491853714,0.3520255982875824,1.1075364513542503,n/a,,,,,,
3B,44,VASoL_2007_5_38,A,4,R,A,1,A,1.9544219970703125,1.085627630352974,1.1075364513542503,ok,0.46679413438029116,0.9835252144029212,1.2030053227036088,"[1.0,0.5,1.0]",27,0
3B,44,VASoL_2007_5_38,A,4,E,A,1,A,0.865227997303009,0.5197473913431168,1.1075364513542503,ok,-0.1064022097937863,-0.07356265263266995,1.2514797603642498,"[0.1,0.1,0.1]",27,0
3B,45,Mercury_SC_410895,D,4,G,D,1,D,0.291273832321167,0.266912542283535,1.0673809321909644,n/a,,,,,,
3B,45,Mercury_SC_410895,D,4,R,D,1,D,0.7252581119537354,0.4664659649133682,1.0673809321909644,ok,0.36852379588004536,0.9832560228158991,0.6670752565066019,"[1.0,1.0,0.5]",27,0
3B,45,Mercury_SC_410895,D,4,E,D,1,D,0.6062714457511902,0.3811347633600235,1.0673809321909644,ok,-0.05867637493710879,-0.05154587681388047,0.690138821248655,"[1.0,1.0,0.1]",27,0
3B,46,Mercury_7015978,D,4,G,D,1,D,0.9427249431610107,0.8176087439060211,1.6700846606595297,n/a,,,,,,
3B,46,Mercury_7015978,D,4,R,D,1,D,1.3851826190948486,0.8377917557954788,1.6700846606595297,ok,0.4445996756195208,0.9795131337443672,1.4868850001582392,"[0.5,1.0,0.1]",27,0
3B,46,Mercury_7015978,D,4,E,D,1,D,1.2182621955871582,0.7874298840761185,1.6700846606595297,ok,-0.12609585701980258,-0.10357801526168929,1.4831121762593586,"[0.1,0.1,0.1]",27,0
3B,47,ACTAAP_2010_5_5,C,4,G,C,1,C,0.8836303353309631,0.710520476102829,1.3334938965469147,n/a,,,,,,
